order_id,created_at,customer_id,region,category,quantity,unit_price,discount_pct,amount,entered_by,status
ORD-000027,2026-03-01 12:41:15,1003.0,north,C,28,3.1,6.6,81.04,op3,paid
ORD-000028,2026-03-01 13:20:47,1028.0,west,D,14,116.86,10.3,1467.57,op1,paid
ORD-000029,2026-03-01 13:21:09,1000.0,west,B,16,49.08,5.3,743.6,op3,closed
ORD-000030,2026-03-01 13:26:05,1027.0,east,C,14,3.31,0.0,46.36,op6,shipped
ORD-000031,2026-03-01 13:36:57,1005.0,south,C,5,3.25,3.0,15.78,op3,shipped
ORD-000032,2026-03-01 13:40:15,1024.0,west,A,28,12.68,6.6,331.73,op6,shipped
ORD-000033,2026-03-01 14:10:53,1015.0,central,B,14,47.4,6.7,619.2,op6,shipped
ORD-000034,2026-03-01 14:15:44,1014.0,south,D,13,127.47,2.8,1610.7,op5,shipped
ORD-000035,2026-03-01 14:19:17,1034.0,central,C,39,3.17,2.5,120.58,op1,shipped
ORD-000036,2026-03-01 14:31:39,1031.0,central,C,28,3.22,5.5,85.21,op4,paid
ORD-000037,2026-03-01 14:33:57,1019.0,north,B,16,48.54,5.9,730.8,op3,new
ORD-000038,2026-03-01 14:39:56,1032.0,north,A,20,12.39,5.5,234.15,op2,shipped
ORD-000039,2026-03-01 14:41:25,1001.0,west,C,3,3.27,5.0,9.33,op5,shipped
ORD-000040,2026-03-01 14:42:00,1016.0,east,A,10,13.09,4.9,124.46,op4,new
ORD-000041,2026-03-01 14:45:21,1018.0,west,B,7,44.74,2.9,304.12,op3,shipped
ORD-000042,2026-03-01 14:49:09,1001.0,central,A,30,12.42,0.0,372.55,op2,closed
ORD-000043,2026-03-01 15:00:32,1014.0,west,B,12,49.83,1.3,590.19,op6,new
ORD-000044,2026-03-01 15:08:50,1018.0,north,B,22,50.05,3.8,1059.35,op4,closed
ORD-000045,2026-03-01 15:39:03,1029.0,east,A,30,12.32,7.3,342.69,op5,new
ORD-000046,2026-03-01 15:44:32,1023.0,north,A,25,12.76,2.3,311.58,op5,shipped
ORD-000047,2026-03-01 15:44:33,1034.0,south,C,8,3.22,11.1,22.89,op6,shipped
ORD-000048,2026-03-01 15:47:41,1038.0,south,D,3,120.55,4.5,345.37,op1,new
ORD-000049,2026-03-01 15:50:21,1014.0,central,A,36,12.26,2.6,429.97,op2,paid
ORD-000050,2026-03-01 15:50:57,1000.0,north,A,18,12.88,7.3,214.99,op4,closed
ORD-000051,2026-03-01 15:51:04,1005.0,west,B,5,49.76,8.6,227.41,op5,closed
ORD-000052,2026-03-01 15:53:31,1028.0,west,A,21,13.11,9.5,249.16,op5,closed
ORD-000053,2026-03-01 16:23:13,1003.0,west,A,21,12.6,7.6,244.58,op6,paid
ORD-000054,2026-03-01 16:28:48,1005.0,east,D,17,120.54,6.7,1911.9,op2,new
ORD-000055,2026-03-01 16:37:54,1027.0,east,A,36,12.94,4.0,447.03,op5,new
ORD-000056,2026-03-01 16:40:13,1016.0,south,D,15,132.17,5.6,1871.59,op2,paid
ORD-000057,2026-03-01 16:41:56,1027.0,north,B,39,47.69,6.0,1748.26,op1,new
ORD-000058,2026-03-01 16:42:29,1009.0,west,B,6,47.9,2.9,279.07,op4,paid
ORD-000059,2026-03-01 16:51:10,1033.0,north,B,5,50.61,6.4,236.83,op2,closed
ORD-000060,2026-03-01 16:57:15,1004.0,east,B,20,46.38,0.0,927.56,op5,closed
ORD-000061,2026-03-01 17:02:14,1001.0,central,A,12,11.55,3.0,134.39,op5,closed
ORD-000062,2026-03-01 17:14:34,1035.0,south,B,31,49.47,3.7,1476.96,op6,paid
ORD-000063,2026-03-01 17:15:27,1008.0,west,B,32,50.08,5.2,1519.19,op4,paid
ORD-000064,2026-03-01 17:18:26,1028.0,south,C,23,3.33,6.4,71.73,op5,closed
ORD-000065,2026-03-01 17:28:39,1013.0,east,A,13,12.89,6.1,157.4,op3,closed
ORD-000066,2026-03-01 17:47:50,1029.0,south,A,13,12.93,5.9,158.17,op2,shipped
ORD-000067,2026-03-01 17:48:45,1005.0,central,C,30,3.14,0.7,93.42,op5,new
ORD-000068,2026-03-01 18:21:10,1003.0,central,B,8,49.58,11.5,351.03,op5,paid
ORD-000069,2026-03-01 18:27:28,1006.0,east,A,1,12.13,3.5,11.71,op4,paid
ORD-000070,2026-03-01 18:27:35,1023.0,central,C,15,3.05,8.7,41.78,op1,closed
ORD-000071,2026-03-01 18:28:19,1028.0,west,A,26,12.43,5.8,304.38,op4,closed
ORD-000072,2026-03-01 18:29:39,1018.0,south,C,13,3.08,5.5,37.81,op1,paid
ORD-000073,2026-03-01 18:43:19,1006.0,central,B,38,46.44,4.3,1688.71,op1,paid
ORD-000074,2026-03-01 18:53:00,1015.0,west,A,8,12.26,4.8,93.4,op4,shipped
ORD-000075,2026-03-01 19:36:06,1014.0,central,B,7,47.43,0.2,331.35,op4,closed
ORD-000076,2026-03-01 19:38:22,1023.0,west,B,17,48.25,3.9,788.24,op6,paid
ORD-000077,2026-03-01 19:41:29,1028.0,south,A,19,12.12,11.6,203.57,op6,new
ORD-000078,2026-03-01 19:52:40,1003.0,south,D,14,117.89,7.0,1534.99,op1,paid
ORD-000079,2026-03-01 19:59:37,1011.0,west,A,36,12.45,3.2,433.8,op2,shipped
ORD-000080,2026-03-01 20:11:17,1021.0,west,A,21,12.57,3.8,253.88,op2,new
ORD-000081,2026-03-01 20:14:02,1033.0,south,C,20,3.25,3.5,62.68,op4,paid
ORD-000082,2026-03-01 20:21:49,1030.0,east,B,33,49.15,4.4,1550.53,op1,shipped
ORD-000083,2026-03-01 20:23:34,1014.0,south,A,38,12.59,8.9,435.96,op4,paid
ORD-000084,2026-03-01 20:58:14,1019.0,central,B,14,48.68,6.5,637.28,op2,new
ORD-000085,2026-03-01 20:59:06,1002.0,central,A,19,12.76,3.4,234.23,op5,new
ORD-000086,2026-03-01 21:00:51,1017.0,north,C,27,3.2,0.0,86.4,op2,shipped
ORD-000087,2026-03-01 21:12:21,1012.0,west,B,38,48.29,10.0,1651.61,op5,closed
ORD-000088,2026-03-01 21:13:17,1039.0,north,B,7,46.7,8.3,299.75,op5,paid
ORD-000089,2026-03-01 21:30:44,1006.0,west,B,30,48.36,4.9,1379.8,op4,paid
ORD-000090,2026-03-01 21:42:13,1022.0,north,A,10,12.88,6.1,120.94,op5,new
ORD-000091,2026-03-01 22:06:40,1021.0,west,B,39,47.07,3.8,1765.89,op1,shipped
ORD-000092,2026-03-01 22:20:14,1030.0,east,B,34,49.94,3.0,1647.18,op4,shipped
ORD-000093,2026-03-01 22:29:02,1029.0,west,C,31,3.15,12.3,85.68,op5,shipped
ORD-000094,2026-03-01 22:32:16,1004.0,east,A,30,12.92,0.0,387.47,op5,shipped
ORD-000095,2026-03-01 22:54:58,1012.0,west,A,13,13.14,4.1,163.86,op6,paid
ORD-000096,2026-03-01 22:59:32,1018.0,north,A,28,12.59,6.3,330.4,op5,shipped
ORD-000097,2026-03-01 23:09:09,1012.0,central,B,37,47.46,6.6,1640.0,op1,new
ORD-000098,2026-03-01 23:12:27,1016.0,central,B,32,48.68,5.1,1478.35,op4,closed
ORD-000099,2026-03-01 23:31:04,1013.0,central,A,18,12.36,4.3,212.84,op2,closed
ORD-000100,2026-03-01 23:39:32,1007.0,west,D,35,116.76,6.0,3841.33,op2,shipped
ORD-000101,2026-03-01 23:57:13,1016.0,east,A,30,12.9,1.7,380.51,op1,closed
ORD-000102,2026-03-02 00:28:13,1014.0,west,A,37,11.78,1.7,428.39,op1,shipped
ORD-000103,2026-03-02 00:28:58,1030.0,north,C,19,3.29,6.8,58.25,op4,paid
ORD-000104,2026-03-02 00:44:32,1026.0,west,A,29,12.21,2.7,344.56,op6,shipped
ORD-000105,2026-03-02 00:51:58,1000.0,west,A,6,12.86,7.1,71.68,op5,new
ORD-000106,2026-03-02 01:09:56,1030.0,west,A,37,12.31,8.4,417.32,op1,closed
ORD-000107,2026-03-02 01:20:41,1014.0,central,B,17,50.69,9.2,782.41,op6,paid
ORD-000108,2026-03-02 01:24:41,1011.0,west,A,11,12.32,8.5,123.96,op6,paid
ORD-000109,2026-03-02 01:25:45,1031.0,east,A,33,11.65,1.9,377.23,op3,shipped
ORD-000110,2026-03-02 01:55:13,1005.0,east,A,19,13.62,5.2,245.27,op2,new
ORD-000111,2026-03-02 02:01:23,1032.0,south,A,13,12.52,5.0,154.58,op5,shipped
ORD-000112,2026-03-02 02:05:14,1015.0,south,C,8,3.19,8.2,23.42,op1,new
ORD-000113,2026-03-02 02:26:49,1016.0,north,A,8,12.5,4.1,95.91,op1,new
ORD-000114,2026-03-02 02:29:27,1035.0,north,B,5,47.55,9.0,216.35,op3,paid
ORD-000115,2026-03-02 02:51:01,1039.0,south,A,38,12.62,5.5,453.06,op2,new
ORD-000116,2026-03-02 02:59:52,1020.0,south,A,16,12.22,9.0,177.86,op2,closed
ORD-000117,2026-03-02 03:00:50,1006.0,west,A,17,13.33,5.4,214.42,op2,new
ORD-000118,2026-03-02 03:01:57,1035.0,east,A,14,12.24,5.4,162.09,op5,paid
ORD-000119,2026-03-02 03:29:22,1031.0,north,B,5,48.96,1.8,240.39,op3,new
ORD-000120,2026-03-02 03:39:50,1006.0,central,C,25,3.33,3.9,80.04,op6,closed
ORD-000121,2026-03-02 03:41:48,1035.0,south,B,1,47.69,9.7,43.06,op4,new
ORD-000122,2026-03-02 03:48:40,1033.0,central,A,16,12.83,9.6,185.65,op4,paid
ORD-000123,2026-03-02 03:49:48,1015.0,north,A,34,12.3,0.0,418.12,op4,paid
ORD-000124,2026-03-02 03:51:59,1006.0,east,C,7,3.1,12.1,19.1,op2,paid
ORD-000125,2026-03-02 03:53:22,1030.0,west,A,22,12.2,10.2,240.99,op6,shipped
ORD-000126,2026-03-02 04:18:58,1031.0,north,A,20,12.92,2.9,250.83,op5,closed
ORD-000127,2026-03-02 04:28:19,1013.0,south,B,13,49.55,7.3,597.07,op3,paid
ORD-000128,2026-03-02 04:29:21,1002.0,north,A,13,12.16,7.8,145.72,op2,paid
ORD-000129,2026-03-02 04:30:42,1030.0,west,D,20,123.74,0.0,2474.86,op2,shipped
ORD-000130,2026-03-02 04:32:57,1027.0,south,A,30,12.16,4.5,348.32,op3,new
ORD-000131,2026-03-02 05:09:21,1011.0,east,A,26,12.57,5.4,309.2,op1,closed
ORD-000132,2026-03-02 05:40:04,1020.0,north,B,27,49.03,4.4,1265.53,op6,paid
ORD-000133,2026-03-02 05:52:12,1027.0,north,B,28,45.0,0.9,1248.61,op4,paid
ORD-000134,2026-03-02 05:53:34,1003.0,south,B,38,48.91,4.6,1773.2,op6,shipped
ORD-000135,2026-03-02 05:57:08,1037.0,east,A,24,12.39,6.7,277.35,op3,shipped
ORD-000136,2026-03-02 06:05:27,1026.0,west,C,38,3.06,6.3,108.81,op6,shipped
ORD-000137,2026-03-02 06:08:33,1002.0,east,C,37,3.27,1.7,118.79,op4,closed
ORD-000138,2026-03-02 06:11:38,1006.0,north,B,23,48.42,12.0,979.98,op5,closed
ORD-000139,2026-03-02 06:12:23,1024.0,west,C,30,3.23,1.8,95.29,op5,paid
ORD-000140,2026-03-02 06:44:41,1031.0,south,C,11,3.17,3.1,33.82,op2,new
ORD-000141,2026-03-02 07:01:37,1033.0,north,A,3,12.24,6.6,34.3,op1,paid
ORD-000142,2026-03-02 07:34:28,1019.0,central,A,22,12.0,3.5,254.66,op6,paid
ORD-000143,2026-03-02 07:39:41,1010.0,west,A,20,12.41,3.3,239.98,op3,new
ORD-000144,2026-03-02 07:44:53,1028.0,east,A,12,12.1,3.4,140.21,op3,paid
ORD-000145,2026-03-02 08:15:51,1006.0,central,C,5,3.16,4.6,15.05,op2,new
ORD-000146,2026-03-02 08:22:02,1035.0,east,A,21,12.65,12.2,233.21,op5,new
ORD-000147,2026-03-02 08:24:59,1023.0,south,A,37,12.8,4.1,454.08,op5,shipped
ORD-000148,2026-03-02 08:37:34,1015.0,east,B,30,48.6,3.3,1409.79,op5,closed
ORD-000149,2026-03-02 08:38:49,1030.0,south,A,2,12.6,1.5,24.83,op3,paid
ORD-000150,2026-03-02 08:44:28,1010.0,west,A,29,12.39,5.6,339.18,op2,closed
ORD-000151,2026-03-02 09:07:05,1015.0,east,B,19,49.36,6.7,874.96,op1,shipped
ORD-000152,2026-03-02 09:15:09,1035.0,south,C,18,3.31,2.5,58.14,op3,new
ORD-000153,2026-03-02 09:16:24,1003.0,south,C,27,3.15,3.6,82.0,op5,closed
ORD-000154,2026-03-02 09:33:33,1015.0,west,D,12,118.34,6.1,1333.51,op3,paid
ORD-000155,2026-03-02 09:37:54,1021.0,central,B,28,46.54,3.2,1261.53,op4,shipped
ORD-000156,2026-03-02 09:52:58,1000.0,north,D,2,118.85,2.5,231.76,op5,new
ORD-000157,2026-03-02 09:55:37,1006.0,east,A,12,12.33,7.1,137.42,op4,closed
ORD-000158,2026-03-02 10:03:42,1029.0,west,B,34,50.83,8.8,1576.09,op6,new
ORD-000159,2026-03-02 10:16:15,1001.0,west,C,39,3.33,3.9,124.82,op5,paid
ORD-000160,2026-03-02 10:26:16,1004.0,west,B,33,45.99,0.0,1517.8,op3,paid
ORD-000161,2026-03-02 10:28:33,1025.0,north,A,25,12.79,6.3,299.55,op3,closed
ORD-000162,2026-03-02 10:30:18,1020.0,south,C,24,3.17,0.3,75.97,op1,closed
ORD-000163,2026-03-02 10:35:39,1023.0,central,D,20,113.58,10.5,2033.08,op4,closed
ORD-000164,2026-03-02 11:22:58,1017.0,west,A,32,12.59,5.8,379.49,op4,paid
ORD-000165,2026-03-02 11:24:12,1002.0,south,B,16,46.98,6.9,699.78,op3,paid
ORD-000166,2026-03-02 11:30:34,1012.0,north,A,8,12.61,5.8,95.03,op1,closed
ORD-000167,2026-03-02 11:58:19,1013.0,north,B,24,48.73,8.0,1075.98,op1,shipped
ORD-000168,2026-03-02 11:59:05,1029.0,central,B,26,47.02,7.1,1135.7,op4,paid
ORD-000169,2026-03-02 12:07:06,1016.0,north,A,24,13.06,6.3,293.71,op2,paid
ORD-000170,2026-03-02 12:10:11,1004.0,east,C,12,3.21,5.6,36.38,op6,paid
ORD-000171,2026-03-02 12:14:45,1028.0,west,A,33,12.19,0.4,400.8,op3,shipped
ORD-000172,2026-03-02 12:22:55,1022.0,east,C,33,3.04,7.0,93.27,op4,closed
ORD-000173,2026-03-02 12:26:07,1007.0,central,C,1,3.41,4.1,3.27,op5,shipped
ORD-000174,2026-03-02 12:51:26,1034.0,north,A,16,12.19,5.7,183.88,op4,closed
ORD-000175,2026-03-02 12:58:07,1003.0,north,A,9,12.52,7.8,103.86,op4,shipped
ORD-000176,2026-03-02 13:12:27,1029.0,west,B,19,48.38,2.4,897.22,op6,shipped
ORD-000177,2026-03-02 13:14:33,1014.0,east,B,23,49.27,2.6,1103.65,op3,closed
ORD-000178,2026-03-02 13:55:39,1027.0,east,A,15,11.98,7.4,166.37,op4,new
ORD-000179,2026-03-02 14:04:43,1032.0,north,B,35,44.41,2.8,1510.7,op4,new
ORD-000180,2026-03-02 14:05:22,1006.0,south,A,17,12.53,3.5,205.56,op2,closed
ORD-000181,2026-03-02 14:30:57,1015.0,central,B,5,45.78,3.6,220.65,op6,closed
ORD-000182,2026-03-02 14:50:46,1001.0,south,B,34,47.55,6.8,1506.64,op6,paid
ORD-000183,2026-03-02 15:08:04,1035.0,east,C,37,3.4,4.1,120.56,op3,shipped
ORD-000184,2026-03-02 15:14:38,1028.0,east,A,38,12.26,5.5,440.31,op2,shipped
ORD-000185,2026-03-02 15:35:21,1019.0,west,A,15,12.74,9.0,173.96,op3,shipped
ORD-000186,2026-03-02 15:45:31,1036.0,north,D,11,115.81,6.6,1189.82,op5,shipped
ORD-000187,2026-03-02 15:57:27,1024.0,central,B,21,52.31,6.4,1028.21,op3,paid
ORD-000188,2026-03-02 15:58:19,1003.0,south,A,32,12.34,4.8,376.01,op1,new
ORD-000189,2026-03-02 16:03:42,1035.0,east,A,33,12.64,3.7,401.62,op1,paid
ORD-000190,2026-03-02 16:09:18,1011.0,north,A,-38,12.43,0.5,470.09,op4,new
ORD-000191,2026-03-02 16:19:53,1025.0,north,A,30,12.25,4.3,351.82,op5,shipped
ORD-000192,2026-03-02 16:40:00,1039.0,central,A,21,12.89,8.2,248.54,op2,shipped
ORD-000193,2026-03-02 16:49:03,1037.0,north,A,36,12.4,10.5,399.43,op5,paid
ORD-000194,2026-03-02 16:57:47,1007.0,south,D,24,116.49,3.2,2706.25,op3,paid
ORD-000195,2026-03-02 17:02:20,1008.0,south,C,7,3.14,5.0,20.9,op3,shipped
ORD-000196,2026-03-02 17:05:35,1010.0,north,B,33,47.48,6.5,1465.09,op3,shipped
ORD-000197,2026-03-02 17:11:06,1030.0,south,A,37,12.52,5.9,435.78,op1,paid
ORD-000198,2026-03-02 17:11:35,1012.0,east,C,26,3.21,3.7,80.32,op5,new
ORD-000199,2026-03-02 17:16:27,1038.0,central,A,23,12.17,0.0,279.85,op4,shipped
ORD-000200,2026-03-02 17:28:58,1014.0,south,C,21,3.14,3.5,63.72,op2,shipped
ORD-000201,2026-03-02 17:36:43,1034.0,north,A,16,13.26,2.9,206.07,op2,shipped
ORD-000202,2026-03-02 18:17:53,1035.0,east,A,35,12.38,3.9,416.25,op5,paid
ORD-000203,2026-03-02 18:20:45,1037.0,west,A,12,12.99,4.4,149.02,op6,paid
ORD-000204,2026-03-02 18:38:18,1023.0,central,C,22,3.15,2.8,67.35,op3,closed
ORD-000205,2026-03-02 18:46:01,1035.0,west,D,15,121.01,5.6,1713.56,op4,closed
ORD-000206,2026-03-02 18:55:26,1007.0,east,C,31,3.13,2.9,94.24,op5,shipped
ORD-000207,2026-03-02 19:00:26,1000.0,east,A,2,11.71,0.7,23.26,op4,new
ORD-000208,2026-03-02 19:02:48,1016.0,central,A,36,12.26,6.0,414.72,op5,new
ORD-000209,2026-03-02 19:12:33,1022.0,central,D,9,122.87,4.7,1053.86,op5,closed
ORD-000210,2026-03-02 19:26:57,1033.0,west,A,13,12.95,6.1,158.04,op1,paid
ORD-000211,2026-03-02 19:33:40,1017.0,central,C,4,3.3,7.9,12.14,op5,paid
ORD-000212,2026-03-02 19:34:09,1015.0,west,B,33,47.04,0.4,1546.25,op6,new
ORD-000213,2026-03-02 19:35:21,1032.0,west,A,19,12.34,4.1,224.77,op3,new
ORD-000214,2026-03-02 19:46:02,1019.0,south,B,8,46.17,1.1,365.27,op5,paid
ORD-000215,2026-03-02 20:03:03,1021.0,central,A,18,12.56,5.5,213.7,op5,paid
ORD-000216,2026-03-02 20:03:41,1023.0,west,A,22,12.77,0.9,278.39,op3,new
ORD-000217,2026-03-02 20:17:31,1003.0,north,C,12,3.21,0.0,38.53,op5,new
ORD-000218,2026-03-02 20:33:18,1032.0,south,B,26,46.74,8.7,1109.55,op3,shipped
ORD-000219,2026-03-02 20:35:37,1017.0,west,B,27,48.42,1.6,1286.42,op6,new
ORD-000220,2026-03-02 20:50:23,1022.0,west,A,34,12.49,3.2,411.19,op6,shipped
ORD-000221,2026-03-02 20:58:07,1035.0,south,B,31,48.54,6.0,1414.4,op4,paid
ORD-000222,2026-03-02 21:10:35,1026.0,central,C,13,3.17,7.5,38.13,op2,paid
ORD-000223,2026-03-02 21:33:20,1005.0,west,B,37,48.13,5.3,1686.6,op6,shipped
ORD-000224,2026-03-02 21:35:02,1017.0,south,A,38,12.18,3.7,445.82,op1,paid
ORD-000225,2026-03-02 21:36:18,1031.0,west,B,39,46.62,10.6,1625.36,op4,shipped
ORD-000226,2026-03-02 21:58:53,1015.0,east,D,30,110.33,4.0,3177.55,op5,paid
ORD-000227,2026-03-02 22:01:36,1027.0,east,A,10,12.54,2.2,122.65,op2,new
ORD-000228,2026-03-02 22:08:30,1024.0,east,B,36,48.08,5.6,1634.08,op6,closed
ORD-000229,2026-03-02 22:36:38,1022.0,west,A,39,12.09,3.0,457.53,op4,closed
ORD-000230,2026-03-02 22:47:36,1015.0,north,A,10,13.05,5.8,122.93,op2,new
ORD-000231,2026-03-02 23:37:53,1029.0,north,A,6,12.93,2.1,75.94,op6,shipped
ORD-000232,2026-03-02 23:38:29,1005.0,south,C,22,3.36,6.1,69.38,op1,paid
ORD-000233,2026-03-02 23:39:24,1011.0,west,B,9,47.7,0.0,429.33,op2,shipped
ORD-000234,2026-03-02 23:43:39,1021.0,south,B,18,47.5,5.4,808.91,op5,paid
ORD-000235,2026-03-02 23:54:22,1027.0,north,A,9,12.59,6.9,105.53,op1,new
ORD-000236,2026-03-02 23:55:12,1014.0,central,A,38,12.82,5.4,461.01,op1,new
ORD-000237,2026-03-02 23:55:31,1035.0,north,B,27,50.1,4.8,1287.79,op5,shipped
ORD-000238,2026-03-02 23:59:06,1032.0,west,C,32,3.1,11.6,87.67,op1,new
ORD-000239,2026-03-03 00:03:33,1017.0,south,A,22,12.41,5.0,259.34,op1,new
ORD-000240,2026-03-03 00:23:35,1021.0,north,A,7,11.7,2.6,79.77,op2,new
ORD-000241,2026-03-03 00:27:17,1036.0,north,A,36,12.37,5.0,423.18,op2,paid
ORD-000242,2026-03-03 00:27:22,1024.0,north,B,36,49.24,8.9,1614.85,op5,paid
ORD-000243,2026-03-03 00:28:45,1024.0,west,B,4,48.91,3.5,188.8,op2,new
ORD-000244,2026-03-03 00:32:06,1006.0,south,B,15,51.37,0.0,770.48,op4,shipped
ORD-000245,2026-03-03 00:42:00,1010.0,north,D,19,122.28,3.9,2232.72,op2,shipped
ORD-000246,2026-03-03 00:53:08,1023.0,west,D,19,118.23,1.1,2221.64,op6,shipped
ORD-000247,2026-03-03 01:09:46,1030.0,south,A,6,12.19,4.1,70.13,op2,closed
ORD-000248,2026-03-03 01:17:37,1031.0,south,B,3,48.3,0.1,144.76,op4,shipped
ORD-000249,2026-03-03 01:51:31,1018.0,central,B,30,50.34,9.4,1368.29,op5,shipped
ORD-000250,2026-03-03 01:54:32,1016.0,north,C,20,3.07,4.7,58.55,op2,shipped
ORD-000251,2026-03-03 01:56:07,1027.0,west,B,19,46.51,6.7,824.53,op6,paid
ORD-000252,2026-03-03 02:03:14,1014.0,west,A,36,12.51,4.9,428.27,op4,paid
ORD-000253,2026-03-03 02:07:01,1003.0,west,A,29,12.35,7.2,332.33,op2,new
ORD-000254,2026-03-03 02:23:40,1010.0,south,A,19,12.82,4.0,233.84,op3,shipped
ORD-000255,2026-03-03 02:24:35,1028.0,east,B,34,47.24,3.5,1549.88,op2,closed
ORD-000256,2026-03-03 02:32:48,1020.0,east,A,2,12.5,2.1,24.47,op1,shipped
ORD-000257,2026-03-03 03:00:11,1003.0,south,B,39,47.9,3.0,1812.21,op2,closed
ORD-000258,2026-03-03 03:06:35,1013.0,central,A,33,12.56,7.3,384.29,op6,paid
ORD-000259,2026-03-03 03:11:21,1039.0,south,D,26,124.82,7.8,2992.22,op5,closed
ORD-000260,2026-03-03 03:13:42,1001.0,central,B,19,46.02,3.2,846.36,op6,shipped
ORD-000261,2026-03-03 03:45:54,1015.0,south,D,25,113.44,0.2,2830.33,op3,shipped
ORD-000262,2026-03-03 03:54:15,1014.0,west,B,4,45.73,7.5,169.2,op4,new
ORD-000263,2026-03-03 04:19:51,1031.0,east,B,11,47.49,2.1,511.44,op2,shipped
ORD-000264,2026-03-03 04:42:17,1035.0,west,D,28,120.22,2.7,3275.35,op4,new
ORD-000265,2026-03-03 05:03:00,1001.0,central,B,12,48.71,4.0,561.08,op6,new
ORD-000266,2026-03-03 05:04:08,1027.0,west,B,8,48.38,7.7,357.23,op3,shipped
ORD-000267,2026-03-03 05:05:55,1010.0,central,A,31,12.53,5.9,365.47,op6,shipped
ORD-000268,2026-03-03 05:19:27,1015.0,east,A,24,11.8,4.0,271.83,op3,new
ORD-000269,2026-03-03 05:22:56,1002.0,central,A,37,12.23,0.4,450.58,op2,closed
ORD-000270,2026-03-03 05:25:44,1005.0,north,A,17,12.64,4.9,204.4,op1,shipped
ORD-000271,2026-03-03 05:37:43,1034.0,central,B,10,46.1,8.3,422.74,op4,paid
ORD-000272,2026-03-03 05:44:30,1034.0,east,C,10,3.15,5.3,29.8,op6,shipped
ORD-000273,2026-03-03 05:48:19,1028.0,south,A,39,12.31,6.9,447.05,op5,shipped
ORD-000274,2026-03-03 05:52:20,1029.0,south,A,17,12.67,5.2,204.12,op5,shipped
ORD-000275,2026-03-03 05:55:50,1027.0,north,B,21,46.63,4.2,938.0,op6,new
ORD-000276,2026-03-03 05:56:38,1030.0,north,A,12,11.84,5.4,134.38,op2,new
ORD-000277,2026-03-03 06:32:03,1015.0,south,A,-21,12.34,4.9,246.39,op1,closed
ORD-000278,2026-03-03 06:44:23,1035.0,south,C,19,3.17,12.2,52.82,op5,paid
ORD-000279,2026-03-03 06:46:37,1030.0,central,D,13,122.84,5.6,1507.54,op5,closed
ORD-000280,2026-03-03 06:49:29,1015.0,east,C,23,3.14,4.8,68.65,op1,paid
ORD-000281,2026-03-03 06:59:42,1012.0,east,C,31,3.17,5.0,93.4,op4,closed
ORD-000282,2026-03-03 07:06:33,1000.0,central,C,20,3.14,5.7,59.29,op3,shipped
