run,sample,timestamp,flow_a,press_r,temp_r,level_s,flow_b,temp_s,valve_1,valve_2,comp_a,const_c,derived_sum,power_c
1,64,2026-01-01 03:09:00,94.9890,2679.7533,119.2234,37.9916,37.8656,79.9603,33.9932,30.2205,31.7859,7.5000,132.8546,293.7948
1,65,2026-01-01 03:12:00,96.1697,2687.2678,119.0960,40.9231,38.5197,79.4396,33.9932,30.2205,31.7859,7.5000,134.6894,295.0048
1,66,2026-01-01 03:15:00,96.7579,2681.8016,119.2380,42.3318,39.4817,79.1365,33.9932,30.2205,31.7859,7.5000,136.2396,300.7913
1,67,2026-01-01 03:18:00,97.5276,2685.3281,119.5672,43.7904,37.5836,79.3556,33.9932,30.2205,29.5677,7.5000,135.1112,300.7144
1,68,2026-01-01 03:21:00,94.9950,2701.5081,119.8545,45.7471,37.8799,79.1605,33.9932,30.2205,29.5677,7.5000,132.8749,296.7385
1,69,2026-01-01 03:24:00,97.3096,2700.5096,119.1159,46.9000,42.6409,79.3775,33.9932,30.2205,29.5677,7.5000,139.9505,287.4226
1,70,2026-01-01 03:27:00,97.4791,2704.7702,118.8401,49.8223,42.0695,79.9892,33.9932,30.2205,29.5677,7.5000,139.5486,314.2964
1,71,2026-01-01 03:30:00,93.4543,2709.1748,118.7871,48.9466,43.3871,79.2241,33.9932,30.2205,29.5677,7.5000,136.8414,314.8354
1,72,2026-01-01 03:33:00,94.5787,2702.1882,118.8806,45.3846,43.8463,79.1728,33.9932,30.2205,29.5677,7.5000,138.4249,317.7454
1,73,2026-01-01 03:36:00,91.1798,2696.9718,119.0364,44.1438,43.7436,79.2274,33.9932,30.2205,29.4497,7.5000,134.9234,317.7860
1,74,2026-01-01 03:39:00,94.2099,2688.2563,118.8796,47.8471,44.2805,79.5562,33.9932,30.2205,29.4497,7.5000,138.4904,319.3293
1,75,2026-01-01 03:42:00,92.1013,2682.8471,118.9421,52.0464,42.5696,79.9683,33.9932,30.2205,29.4497,7.5000,134.6709,313.2897
1,76,2026-01-01 03:45:00,93.2878,2686.5641,119.0143,50.9562,39.8187,79.6954,34.2961,30.2205,29.4497,7.5000,133.1065,313.9855
1,77,2026-01-01 03:48:00,94.8048,2677.2826,118.4579,43.0583,41.5527,79.1707,34.2961,30.2205,29.4497,7.5000,136.3575,303.6773
1,78,2026-01-01 03:51:00,97.0577,2683.3396,118.9475,38.5083,40.6894,78.7285,34.2961,30.2205,29.4497,7.5000,137.7471,305.9187
1,79,2026-01-01 03:54:00,97.1261,2689.6860,118.6351,39.0652,41.4413,78.1119,34.2961,30.2205,27.3059,7.5000,138.5673,304.9124
1,80,2026-01-01 03:57:00,97.3707,2694.2192,118.3911,39.9013,43.0829,78.2941,34.2961,30.2205,27.3059,7.5000,140.4536,307.9663
1,81,2026-01-01 04:00:00,94.8946,2719.6340,118.6249,40.9366,41.8702,78.6077,34.2961,78.7180,27.3059,7.5000,136.7648,316.6839
1,82,2026-01-01 04:03:00,96.9218,2715.1308,119.1109,42.5510,41.9831,78.7619,34.2961,78.7180,27.3059,7.5000,138.9049,317.3998
1,83,2026-01-01 04:06:00,91.3952,2715.8969,119.3137,44.2781,41.5826,78.5543,34.2961,78.7180,27.3059,7.5000,132.9778,314.4649
1,84,2026-01-01 04:09:00,88.3639,2712.5055,119.3652,49.7117,41.2105,79.3868,34.2961,78.7180,27.3059,7.5000,129.5744,320.1618
1,85,2026-01-01 04:12:00,86.0619,2693.6494,118.8061,47.2756,41.6919,79.6169,34.2961,78.7180,29.2337,7.5000,127.7537,311.7942
1,86,2026-01-01 04:15:00,83.0142,2688.6544,119.5804,44.1846,38.6860,79.5638,34.2961,78.7180,29.2337,7.5000,121.7002,320.4768
1,87,2026-01-01 04:18:00,86.0760,2670.1660,118.9414,49.6662,38.0753,79.6628,34.2961,78.7180,29.2337,7.5000,124.1512,309.1967
1,88,2026-01-01 04:21:00,85.0814,2656.7390,119.0130,43.3566,35.6790,79.1937,34.2961,78.7180,29.2337,7.5000,120.7603,304.4608
1,89,2026-01-01 04:24:00,84.3010,2666.0060,119.2170,45.2453,33.5580,78.8789,34.2961,78.7180,29.2337,7.5000,117.8590,295.8169
1,90,2026-01-01 04:27:00,86.5926,2666.3006,117.9252,44.7212,36.0054,78.4000,34.2961,78.7180,29.2337,7.5000,122.5980,284.1034
1,91,2026-01-01 04:30:00,87.3986,2664.3953,118.0348,44.8063,36.8803,77.8633,34.2961,78.7180,21.7490,7.5000,124.2790,294.5349
1,92,2026-01-01 04:33:00,90.3687,2670.6461,118.0471,50.5926,36.3360,78.1240,34.2961,78.7180,21.7490,7.5000,126.7046,298.5769
1,93,2026-01-01 04:36:00,86.4254,2658.3603,118.2985,50.1446,33.9085,78.2321,34.2961,78.7180,21.7490,7.5000,120.3340,300.5710
1,94,2026-01-01 04:39:00,87.0608,2665.5723,120.2121,55.4514,30.3880,78.5004,34.2961,78.7180,21.7490,7.5000,117.4488,286.9316
1,95,2026-01-01 04:42:00,86.8280,2671.1472,119.7405,52.2725,30.5203,77.9362,34.2961,78.7180,21.7490,7.5000,117.3483,274.0488
1,96,2026-01-01 04:45:00,86.1050,2670.7391,119.3283,45.3778,35.1819,78.4141,34.2961,78.7180,21.7490,7.5000,121.2869,272.7033
1,97,2026-01-01 04:48:00,88.8230,2665.8843,118.5988,45.4785,35.3495,78.4753,34.2961,78.7180,23.9439,7.5000,124.1725,287.4683
1,98,2026-01-01 04:51:00,86.2930,2671.4112,118.7896,45.3769,33.7323,78.4831,34.2961,78.7180,23.9439,7.5000,120.0253,292.8246
1,99,2026-01-01 04:54:00,86.8649,2668.1618,118.3279,43.1842,35.2954,78.0810,34.2961,78.7180,23.9439,7.5000,122.1603,296.4565
1,100,2026-01-01 04:57:00,88.1446,2659.5252,118.8274,44.5979,34.6173,78.4086,34.2961,78.7180,23.9439,7.5000,122.7619,296.9512
1,101,2026-01-01 05:00:00,88.9098,2664.7485,119.2414,48.6980,33.7141,78.0111,34.6131,78.7180,23.9439,7.5000,122.6239,284.7970
1,102,2026-01-01 05:03:00,83.6471,2671.2409,118.5681,45.8144,34.1532,77.7192,34.6131,78.7180,23.9439,7.5000,117.8003,288.6527
1,103,2026-01-01 05:06:00,84.0467,2671.1839,118.6298,49.1348,35.6054,78.6511,34.6131,78.7180,23.2574,7.5000,119.6521,289.6002
1,104,2026-01-01 05:09:00,84.4068,2668.6043,118.4791,52.6468,37.0497,78.5910,34.6131,78.7180,23.2574,7.5000,121.4565,301.3589
1,105,2026-01-01 05:12:00,85.6555,2671.8814,118.6100,55.7728,37.1852,79.3147,34.6131,78.7180,23.2574,7.5000,122.8407,297.9759
1,106,2026-01-01 05:15:00,85.5548,2662.6656,117.4758,57.2816,38.2244,79.3051,34.6131,78.7180,23.2574,7.5000,123.7792,298.8131
1,107,2026-01-01 05:18:00,89.5803,2675.3845,117.6898,59.6837,37.2127,78.9267,34.6131,78.7180,23.2574,7.5000,126.7930,308.7082
1,108,2026-01-01 05:21:00,92.0439,2680.2919,117.2663,52.3044,38.9471,78.0926,34.6131,78.7180,23.2574,7.5000,130.9910,294.8286
1,109,2026-01-01 05:24:00,88.3759,2690.0141,116.9477,50.3813,42.2026,78.1969,34.6131,78.7180,22.1776,7.5000,130.5785,306.4650
1,110,2026-01-01 05:27:00,88.4378,2687.7598,117.7248,49.7252,39.7674,77.8520,34.6131,78.7180,22.1776,7.5000,128.2052,321.7994
1,111,2026-01-01 05:30:00,90.7178,2684.6928,118.6663,49.4487,38.3894,78.1680,34.6131,78.7180,22.1776,7.5000,129.1072,308.5436
1,112,2026-01-01 05:33:00,93.5451,2689.7935,118.2645,48.3482,40.7918,77.8510,34.6131,78.7180,22.1776,7.5000,134.3369,297.9555
1,113,2026-01-01 05:36:00,95.6373,2693.9285,117.9417,46.2773,39.1416,78.7120,34.6131,78.7180,22.1776,7.5000,134.7789,310.1455
1,114,2026-01-01 05:39:00,97.2386,2703.0992,117.8075,54.4563,42.2234,79.2637,34.6131,78.7180,22.1776,7.5000,139.4620,313.8940
1,115,2026-01-01 05:42:00,99.3123,2715.1389,117.9603,52.7819,40.6522,78.9293,34.6131,78.7180,27.4094,7.5000,139.9645,318.6072
1,116,2026-01-01 05:45:00,97.6422,2717.7495,118.1910,53.6103,41.6357,78.8027,34.6131,78.7180,27.4094,7.5000,139.2779,311.0380
1,117,2026-01-01 05:48:00,97.3717,2733.0105,118.8464,53.2409,41.5968,78.9281,34.6131,78.7180,27.4094,7.5000,138.9685,319.3523
1,118,2026-01-01 05:51:00,94.0830,2727.7148,119.0822,53.6860,42.1450,78.9918,34.6131,78.7180,27.4094,7.5000,136.2280,318.8556
1,119,2026-01-01 05:54:00,92.6726,2722.6551,119.2921,52.2166,45.0040,79.7126,34.6131,78.7180,27.4094,7.5000,137.6766,321.5929
1,120,2026-01-01 05:57:00,89.4998,2712.3571,118.8023,55.0462,43.5887,79.9635,34.6131,78.7180,27.4094,7.5000,133.0885,332.3399
1,121,2026-01-01 06:00:00,91.4909,2687.7312,119.1431,59.4523,41.6112,80.6486,34.6131,49.9184,27.6304,7.5000,133.1020,322.1581
1,122,2026-01-01 06:03:00,91.3763,2682.1969,118.7350,62.7337,41.4710,80.7587,34.6131,49.9184,27.6304,7.5000,132.8473,312.8207
1,123,2026-01-01 06:06:00,88.0529,2678.1590,118.5262,60.1166,40.3813,80.4089,34.6131,49.9184,27.6304,7.5000,128.4342,303.6197
1,124,2026-01-01 06:09:00,87.1177,2681.0078,118.4397,59.5113,38.2414,79.6564,34.6131,49.9184,27.6304,7.5000,125.3591,305.5820
1,125,2026-01-01 06:12:00,86.3158,2668.9370,118.9271,55.3948,39.4479,79.6121,34.6131,49.9184,27.6304,7.5000,125.7638,300.8131
1,126,2026-01-01 06:15:00,93.9284,2666.3304,118.9711,53.2992,39.9991,78.8458,54.7828,49.9184,27.6304,7.5000,133.9275,299.0790
1,127,2026-01-01 06:18:00,98.1012,2660.4505,117.9928,55.8325,42.2290,79.6108,54.7828,49.9184,22.9134,7.5000,140.3302,298.8932
1,128,2026-01-01 06:21:00,105.8154,2667.9870,118.5205,55.7656,37.4104,79.3589,54.7828,49.9184,22.9134,7.5000,143.2258,307.4109
1,129,2026-01-01 06:24:00,105.3670,2675.5290,119.2088,56.7327,37.8836,79.0841,54.7828,49.9184,22.9134,7.5000,143.2506,288.0689
1,130,2026-01-01 06:27:00,104.6790,2701.0035,119.4750,56.3839,34.4694,78.8518,54.7828,49.9184,22.9134,7.5000,139.1485,284.5400
1,131,2026-01-01 06:30:00,99.3508,2701.5589,120.7403,54.5400,35.0708,79.1685,54.7828,49.9184,22.9134,7.5000,134.4216,278.4489
1,132,2026-01-01 06:33:00,99.8826,2703.2175,121.8838,56.8690,35.0774,79.6883,54.7828,49.9184,22.9134,7.5000,134.9601,277.4104
1,133,2026-01-01 06:36:00,96.0322,2678.8916,121.9398,56.5574,35.8594,80.3025,54.7828,49.9184,31.6799,7.5000,131.8916,282.9787
1,134,2026-01-01 06:39:00,97.0841,2683.1967,121.3869,53.3487,35.4266,80.8836,54.7828,49.9184,31.6799,7.5000,132.5107,282.5592
1,135,2026-01-01 06:42:00,95.4905,2675.9395,120.4674,53.8508,35.6857,80.9983,54.7828,49.9184,31.6799,7.5000,131.1762,281.3635
1,136,2026-01-01 06:45:00,93.8221,2677.8299,120.3119,43.2320,36.2122,79.9543,54.7828,49.9184,31.6799,7.5000,130.0342,279.8333
1,137,2026-01-01 06:48:00,97.9257,2676.5691,120.4371,45.2239,35.3475,79.4486,54.7828,49.9184,31.6799,7.5000,133.2733,281.8709
1,138,2026-01-01 06:51:00,98.7523,2677.8597,119.9102,35.4217,37.0969,78.5696,54.7828,49.9184,31.6799,7.5000,135.8493,278.9901
1,139,2026-01-01 06:54:00,98.6377,2684.6937,119.4566,31.4889,37.9601,78.3185,54.7828,49.9184,26.2211,7.5000,136.5978,287.9400
1,140,2026-01-01 06:57:00,95.9753,2692.7489,119.2835,36.6657,39.1184,78.3842,54.7828,49.9184,26.2211,7.5000,135.0937,293.0236
1,141,2026-01-01 07:00:00,92.2914,2689.8364,119.6261,42.3407,39.8961,78.3614,54.7828,49.9184,26.2211,7.5000,132.1875,288.8216
1,142,2026-01-01 07:03:00,92.5031,2697.0071,119.4759,40.8026,41.8529,78.3217,54.7828,49.9184,26.2211,7.5000,134.3561,296.5899
1,143,2026-01-01 07:06:00,92.6457,2682.3642,119.1531,39.6327,43.8919,78.8265,54.7828,49.9184,26.2211,7.5000,136.5375,304.4430
1,144,2026-01-01 07:09:00,94.0668,2676.3138,118.5248,47.0976,44.2241,79.4268,54.7828,49.9184,26.2211,7.5000,138.2910,313.1932
1,145,2026-01-01 07:12:00,96.6370,2667.4883,117.6602,47.3485,42.5651,79.6363,54.7828,49.9184,23.8457,7.5000,139.2021,306.8851
1,146,2026-01-01 07:15:00,99.3092,2681.4755,117.9363,54.9564,41.3684,79.4058,54.7828,49.9184,23.8457,7.5000,140.6776,315.2461
1,147,2026-01-01 07:18:00,96.9047,2682.5751,118.2350,53.9754,38.8504,78.9037,54.7828,49.9184,23.8457,7.5000,135.7551,302.7514
1,148,2026-01-01 07:21:00,95.6584,2689.0166,119.7580,54.2865,37.3931,78.9521,54.7828,49.9184,23.8457,7.5000,133.0516,297.5125
1,149,2026-01-01 07:24:00,94.5225,2685.9287,120.0638,57.0644,36.5860,79.2623,54.7828,49.9184,23.8457,7.5000,131.1085,290.4539
1,150,2026-01-01 07:27:00,91.2734,2672.9303,120.4326,55.8071,37.5604,79.7790,54.7828,49.9184,23.8457,7.5000,128.8338,283.8929
1,151,2026-01-01 07:30:00,94.9633,2672.1339,120.4106,50.2933,35.7940,79.2917,34.8788,49.9184,27.3254,7.5000,130.7572,283.8879
1,152,2026-01-01 07:33:00,92.1420,2667.1521,119.6082,49.8750,36.7371,79.8193,34.8788,49.9184,27.3254,7.5000,128.8792,295.8330
1,153,2026-01-01 07:36:00,94.5924,2682.2274,119.4447,49.0755,35.3851,79.5051,34.8788,49.9184,27.3254,7.5000,129.9775,293.8363
1,154,2026-01-01 07:39:00,94.2749,2684.0355,118.5807,46.7620,37.6610,78.6085,34.8788,49.9184,27.3254,7.5000,131.9359,289.6153
1,155,2026-01-01 07:42:00,95.1267,2691.2222,119.3393,45.1533,38.1649,78.4770,34.8788,49.9184,27.3254,7.5000,133.2916,295.5631
1,156,2026-01-01 07:45:00,96.9629,2680.9385,119.1987,44.6473,39.1634,78.0910,34.8788,49.9184,27.3254,7.5000,136.1264,295.8760
1,157,2026-01-01 07:48:00,94.7772,2687.3434,119.8405,47.6933,36.7329,79.5615,34.8788,49.9184,26.6576,7.5000,131.5101,301.8707
1,158,2026-01-01 07:51:00,97.7391,2695.2587,118.9485,48.3944,37.6211,79.3206,34.8788,49.9184,26.6576,7.5000,135.3602,291.7860
1,159,2026-01-01 07:54:00,95.2340,2688.4989,119.5928,48.4564,37.7484,79.3014,34.8788,49.9184,26.6576,7.5000,132.9824,299.0230
1,160,2026-01-01 07:57:00,95.8254,2689.2066,120.2762,48.3877,37.2154,79.1236,34.8788,49.9184,26.6576,7.5000,133.0408,294.5641
1,161,2026-01-01 08:00:00,95.4279,2684.9935,120.1550,48.2197,36.5946,79.2556,34.8788,49.6203,26.6576,7.5000,132.0225,284.6717
1,162,2026-01-01 08:03:00,91.0364,2685.9204,119.9307,50.8026,36.6674,79.8469,34.8788,49.6203,26.6576,7.5000,127.7038,292.2555
1,163,2026-01-01 08:06:00,90.3216,2685.2826,119.9458,46.6420,36.1848,79.7045,34.8788,49.6203,28.8040,7.5000,126.5064,291.3091
1,164,2026-01-01 08:09:00,89.9484,2672.4914,120.1096,45.3911,36.5006,79.5569,34.8788,49.6203,28.8040,7.5000,126.4491,282.9908
1,165,2026-01-01 08:12:00,94.2104,2668.3608,120.3804,48.0944,35.0453,79.3780,34.8788,49.6203,28.8040,7.5000,129.2556,292.8170
1,166,2026-01-01 08:15:00,94.5322,2676.1509,119.4158,47.4090,35.8687,79.8173,34.8788,49.6203,28.8040,7.5000,130.4009,289.7007
1,167,2026-01-01 08:18:00,94.3166,2689.3307,118.5281,43.0054,38.6912,78.8248,34.8788,49.6203,28.8040,7.5000,133.0078,297.1858
1,168,2026-01-01 08:21:00,96.1703,2687.5014,118.5654,45.4790,38.1550,78.6603,34.8788,49.6203,28.8040,7.5000,134.3254,300.4249
1,169,2026-01-01 08:24:00,99.0596,2683.2827,119.2039,48.5145,37.9911,78.8003,34.8788,49.6203,27.9965,7.5000,137.0507,299.5822
1,170,2026-01-01 08:27:00,99.8466,2680.9218,120.2224,44.3929,35.6032,78.7524,34.8788,49.6203,27.9965,7.5000,135.4499,304.4376
1,171,2026-01-01 08:30:00,98.2523,2691.2040,120.5231,47.0791,33.4292,79.2898,34.8788,49.6203,27.9965,7.5000,131.6815,290.4976
1,172,2026-01-01 08:33:00,101.2986,2691.9133,120.5181,46.7710,33.9565,79.5107,34.8788,49.6203,27.9965,7.5000,135.2551,280.4431
1,173,2026-01-01 08:36:00,101.4242,2685.6877,121.5544,47.0821,33.5413,79.1637,34.8788,49.6203,27.9965,7.5000,134.9655,281.6598
1,174,2026-01-01 08:39:00,107.0275,2702.9317,121.3199,50.3754,33.9405,79.4722,34.8788,49.6203,27.9965,7.5000,140.9680,277.8643
1,175,2026-01-01 08:42:00,104.0535,2706.7514,120.4403,44.2275,37.5393,79.9987,34.8788,49.6203,31.8146,7.5000,141.5928,285.2079
1,176,2026-01-01 08:45:00,107.3816,2714.2248,121.3679,46.6944,38.9220,80.0937,64.0953,49.6203,31.8146,7.5000,146.3036,296.7699
1,177,2026-01-01 08:48:00,103.9706,2716.7184,121.3516,46.9012,38.2711,79.7233,64.0953,49.6203,31.8146,7.5000,142.2417,290.0259
