run,sample,timestamp,flow_a,press_r,temp_r,level_s,flow_b,temp_s,valve_1,valve_2,comp_a,const_c,derived_sum,power_c,fault_label
1,22,2026-01-01 01:03:00,95.7214,2684.0918,118.2834,44.3599,40.8121,78.8432,50.6430,20.4010,27.9169,7.5000,136.5335,302.8913,step
1,23,2026-01-01 01:06:00,91.3414,2680.5934,118.0489,42.5905,43.9465,78.8715,50.6430,20.4010,27.9169,7.5000,135.2879,293.6165,step
1,24,2026-01-01 01:09:00,92.8735,2681.5487,119.0810,42.3224,41.5139,78.4133,50.6430,20.4010,27.9169,7.5000,134.3875,301.7635,step
1,25,2026-01-01 01:12:00,94.1229,2664.5018,118.8112,47.7859,42.2619,78.7315,50.6430,20.4010,27.2197,7.5000,136.3848,303.3722,step
1,26,2026-01-01 01:15:00,89.7346,2677.6193,118.8476,48.9941,40.9129,79.5557,30.7602,20.4010,27.2197,7.5000,130.6475,300.6114,step
1,27,2026-01-01 01:18:00,93.5271,2684.6022,117.3630,51.0794,41.6149,79.6215,30.7602,20.4010,27.2197,7.5000,135.1420,300.7649,step
1,28,2026-01-01 01:21:00,91.1836,2670.8099,117.8761,54.8312,43.3426,79.8756,30.7602,20.4010,27.2197,7.5000,134.5262,304.8415,step
1,29,2026-01-01 01:24:00,86.7501,2693.0244,118.1982,54.0457,41.3294,79.1012,30.7602,20.4010,27.2197,7.5000,128.0795,314.6480,step
1,30,2026-01-01 01:27:00,84.2615,2684.9846,117.5069,54.1854,43.5119,78.9210,30.7602,20.4010,27.2197,7.5000,127.7734,310.5318,step
1,31,2026-01-01 01:30:00,85.3129,2671.2462,118.5637,52.8713,42.7543,79.4067,30.7602,20.4010,26.6646,7.5000,128.0671,313.5614,step
1,32,2026-01-01 01:33:00,86.0127,2658.4111,117.8258,49.4435,42.6210,78.5796,30.7602,20.4010,26.6646,7.5000,128.6337,310.2934,step
1,33,2026-01-01 01:36:00,89.0465,2658.6932,117.4173,53.4140,42.5733,79.4707,30.7602,20.4010,26.6646,7.5000,131.6198,318.7897,step
1,34,2026-01-01 01:39:00,85.4813,2657.7728,116.7958,49.6448,41.7249,78.7900,30.7602,20.4010,26.6646,7.5000,127.2062,311.6336,step
1,35,2026-01-01 01:42:00,85.1598,2668.3967,117.2967,57.5124,38.9292,79.2598,30.7602,20.4010,26.6646,7.5000,124.0891,305.2406,step
1,36,2026-01-01 01:45:00,88.8320,2653.5317,117.7283,65.1437,39.1597,79.0431,30.7602,20.4010,26.6646,7.5000,127.9918,298.1349,step
1,37,2026-01-01 01:48:00,85.3467,2651.4181,118.2698,52.8715,37.1852,78.2612,30.7602,20.4010,24.0399,7.5000,122.5319,300.7121,step
1,38,2026-01-01 01:51:00,84.0814,2671.4713,118.0654,55.6343,38.2102,78.3023,30.7602,20.4010,24.0399,7.5000,122.2916,293.5995,step
1,39,2026-01-01 01:54:00,88.2814,2660.9171,117.0855,51.4709,42.1763,78.6613,30.7602,20.4010,24.0399,7.5000,130.4577,289.5583,step
1,40,2026-01-01 01:57:00,88.8957,2656.7972,117.6200,53.0890,41.6002,78.8433,30.7602,20.4010,24.0399,7.5000,130.4958,310.9769,step
1,41,2026-01-01 02:00:00,90.5906,2675.8842,117.0003,55.4868,42.5027,78.2948,30.7602,30.4659,24.0399,7.5000,133.0933,308.0133,step
1,42,2026-01-01 02:03:00,93.1329,2675.0822,116.7560,47.4433,43.0348,78.0954,30.7602,30.4659,24.0399,7.5000,136.1677,311.3300,step
1,43,2026-01-01 02:06:00,92.1807,2676.7854,117.6757,47.8069,41.1430,77.8735,30.7602,30.4659,25.2001,7.5000,133.3237,316.8041,step
1,44,2026-01-01 02:09:00,89.1960,2683.5895,117.7330,53.0621,41.6753,78.3201,30.7602,30.4659,25.2001,7.5000,130.8713,308.1700,step
1,45,2026-01-01 02:12:00,91.1440,2676.3370,118.3631,53.2492,41.2728,78.7572,30.7602,30.4659,25.2001,7.5000,132.4168,309.1577,step
1,46,2026-01-01 02:15:00,91.3217,2677.8490,118.8783,58.0078,40.4632,79.2493,30.7602,30.4659,25.2001,7.5000,131.7849,305.9359,step
1,47,2026-01-01 02:18:00,91.1388,2682.8744,118.1315,53.4344,41.4694,79.0385,30.7602,30.4659,25.2001,7.5000,132.6082,306.7365,step
1,48,2026-01-01 02:21:00,93.6458,2676.4822,118.2583,59.1854,40.1024,80.3345,30.7602,30.4659,25.2001,7.5000,133.7483,308.2011,step
1,49,2026-01-01 02:24:00,89.4183,2681.8559,119.3267,57.4486,39.2270,79.5201,30.7602,30.4659,25.8290,7.5000,128.6454,305.3263,step
1,50,2026-01-01 02:27:00,92.3853,2687.7454,118.4446,51.7180,39.8102,79.2388,30.7602,30.4659,25.8290,7.5000,132.1955,299.7715,step
1,51,2026-01-01 02:30:00,91.5211,2676.7271,118.3929,52.5111,44.3293,79.6600,46.1615,30.4659,25.8290,7.5000,135.8504,297.0998,step
1,52,2026-01-01 02:33:00,92.3153,2687.4745,118.3780,57.9200,43.8221,79.6008,46.1615,30.4659,25.8290,7.5000,136.1373,314.3570,step
1,53,2026-01-01 02:36:00,92.5250,2670.1130,117.6683,58.2866,43.5828,79.8790,46.1615,30.4659,25.8290,7.5000,136.1079,309.5489,step
1,54,2026-01-01 02:39:00,97.8170,2674.5327,118.7570,56.8427,41.1745,79.7085,46.1615,30.4659,25.8290,7.5000,138.9915,311.9857,step
1,55,2026-01-01 02:42:00,94.2190,2676.3400,118.3208,58.7630,41.1470,79.0717,46.1615,30.4659,26.0286,7.5000,135.3660,304.2562,step
1,56,2026-01-01 02:45:00,91.2845,2679.6538,118.3920,46.6916,41.7220,78.8742,46.1615,30.4659,26.0286,7.5000,133.0064,299.1865,step
1,57,2026-01-01 02:48:00,92.4747,2678.4382,118.3528,55.3495,39.9751,79.1362,46.1615,30.4659,26.0286,7.5000,132.4499,303.5578,step
1,58,2026-01-01 02:51:00,94.1645,2681.5744,119.0948,59.5881,40.4048,79.9554,46.1615,30.4659,26.0286,7.5000,134.5693,297.3247,step
1,59,2026-01-01 02:54:00,96.4443,2673.0336,118.5144,61.2972,41.7994,79.9482,46.1615,30.4659,26.0286,7.5000,138.2437,303.2056,step
1,60,2026-01-01 02:57:00,98.0036,2683.7258,118.1035,61.0716,41.8178,80.4581,46.1615,30.4659,26.0286,7.5000,139.8214,298.7307,step
1,61,2026-01-01 03:00:00,97.4158,2690.6370,117.9205,60.1615,43.1277,80.0896,46.1615,30.4659,26.3041,7.5000,140.5436,301.8545,step
1,62,2026-01-01 03:03:00,99.5764,2695.6714,117.5354,56.7858,44.7432,79.7399,46.1615,30.4659,26.3041,7.5000,144.3196,313.7140,step
1,63,2026-01-01 03:06:00,104.6529,2693.6789,119.0732,61.3376,41.9558,79.5906,46.1615,30.4659,26.3041,7.5000,146.6087,326.6505,step
1,64,2026-01-01 03:09:00,101.5043,2701.5341,119.1681,62.6594,40.3155,80.5315,46.1615,30.4659,26.3041,7.5000,141.8198,302.6063,step
1,65,2026-01-01 03:12:00,101.6002,2716.4598,119.0588,55.5418,41.8743,80.0879,46.1615,30.4659,26.3041,7.5000,143.4744,295.0217,step
1,66,2026-01-01 03:15:00,102.3890,2708.8761,119.8703,53.7453,41.9126,79.7717,46.1615,30.4659,26.3041,7.5000,144.3017,311.0492,step
1,67,2026-01-01 03:18:00,102.6723,2710.5428,120.0558,54.4325,44.6467,79.9941,46.1615,30.4659,31.2702,7.5000,147.3190,301.2321,step
1,68,2026-01-01 03:21:00,106.6564,2709.5562,119.2667,51.5771,45.5927,80.3848,46.1615,30.4659,31.2702,7.5000,152.2491,312.7810,step
1,69,2026-01-01 03:24:00,105.1749,2708.8927,119.4769,55.5602,44.0625,80.8810,46.1615,30.4659,31.2702,7.5000,149.2374,319.9733,step
1,70,2026-01-01 03:27:00,102.2605,2715.8412,120.1613,61.6937,41.9780,80.9113,46.1615,30.4659,31.2702,7.5000,144.2385,314.3684,step
1,71,2026-01-01 03:30:00,104.9591,2712.5981,120.5802,64.7459,38.9811,81.2001,46.1615,30.4659,31.2702,7.5000,143.9402,302.7634,step
1,72,2026-01-01 03:33:00,96.7966,2699.8326,121.2596,63.2152,39.2984,81.2581,46.1615,30.4659,31.2702,7.5000,136.0950,292.5688,step
1,73,2026-01-01 03:36:00,96.8331,2708.0976,121.0390,57.1223,39.7974,81.0421,46.1615,30.4659,31.6245,7.5000,136.6305,294.8495,step
1,74,2026-01-01 03:39:00,103.1605,2674.3959,120.4452,59.2975,37.6788,81.6929,46.1615,30.4659,31.6245,7.5000,140.8394,292.9822,step
1,75,2026-01-01 03:42:00,102.1011,2676.6560,121.5724,53.7914,36.7285,80.8785,46.1615,30.4659,31.6245,7.5000,138.8296,288.6086,step
1,76,2026-01-01 03:45:00,104.3022,2696.7047,120.0656,50.4601,39.0628,80.5176,56.4477,30.4659,31.6245,7.5000,143.3650,283.0220,step
1,77,2026-01-01 03:48:00,101.0744,2686.3789,119.8239,47.6784,38.2941,80.6528,56.4477,30.4659,31.6245,7.5000,139.3684,290.1945,step
1,78,2026-01-01 03:51:00,101.5233,2683.5889,121.1044,48.0512,36.8467,79.4974,56.4477,30.4659,31.6245,7.5000,138.3700,288.2937,step
1,79,2026-01-01 03:54:00,100.9038,2682.0181,121.6866,47.5733,35.0352,79.6464,56.4477,30.4659,31.9011,7.5000,135.9391,282.9753,step
1,80,2026-01-01 03:57:00,106.6696,2685.7459,121.3074,50.4043,35.6062,80.4403,56.4477,30.4659,31.9011,7.5000,142.2758,269.1613,step
1,81,2026-01-01 04:00:00,102.9921,2699.6816,120.8645,51.0543,36.2666,80.7945,56.4477,58.3024,31.9011,7.5000,139.2587,283.3549,step
1,82,2026-01-01 04:03:00,96.2328,2721.3975,120.5676,45.0684,38.4455,79.6482,56.4477,58.3024,31.9011,7.5000,134.6783,281.7475,step
1,83,2026-01-01 04:06:00,98.5265,2712.2560,120.2029,47.5167,41.1311,80.6005,56.4477,58.3024,31.9011,7.5000,139.6576,293.9273,step
1,84,2026-01-01 04:09:00,101.4855,2686.0588,120.7909,52.1521,41.0602,80.3421,56.4477,58.3024,31.9011,7.5000,142.5457,305.1232,step
1,85,2026-01-01 04:12:00,100.3067,2684.8362,120.5840,53.7633,40.0490,80.3513,56.4477,58.3024,27.0097,7.5000,140.3557,309.6895,step
1,86,2026-01-01 04:15:00,95.2565,2697.9753,119.5156,52.5848,36.8036,81.0009,56.4477,58.3024,27.0097,7.5000,132.0600,303.1102,step
1,87,2026-01-01 04:18:00,93.5497,2697.9146,120.2252,51.1436,38.4629,80.3753,56.4477,58.3024,27.0097,7.5000,132.0126,295.1236,step
1,88,2026-01-01 04:21:00,94.5265,2685.5589,120.2898,48.1559,38.7856,79.2283,56.4477,58.3024,27.0097,7.5000,133.3121,295.0275,step
1,89,2026-01-01 04:24:00,94.6617,2667.9588,119.8349,50.4344,39.4248,79.6805,56.4477,58.3024,27.0097,7.5000,134.0865,298.1346,step
1,90,2026-01-01 04:27:00,94.2867,2675.2889,119.9810,45.8272,36.8323,79.8867,56.4477,58.3024,27.0097,7.5000,131.1191,299.9176,step
1,91,2026-01-01 04:30:00,87.6635,2679.6043,118.7078,44.5710,39.2073,79.2322,56.4477,58.3024,25.9341,7.5000,126.8709,284.1512,step
1,92,2026-01-01 04:33:00,87.7570,2675.4081,118.9528,48.8218,41.1017,79.3739,56.4477,58.3024,25.9341,7.5000,128.8586,293.1965,step
1,93,2026-01-01 04:36:00,89.6687,2659.0069,119.2564,48.2971,39.5502,78.6667,56.4477,58.3024,25.9341,7.5000,129.2189,295.0639,step
1,94,2026-01-01 04:39:00,90.9902,2652.7490,118.9102,53.1912,38.6499,79.4467,56.4477,58.3024,25.9341,7.5000,129.6401,295.4770,step
1,95,2026-01-01 04:42:00,89.2505,2663.2786,118.2889,54.0225,36.7421,79.1542,56.4477,58.3024,25.9341,7.5000,125.9926,297.9910,step
1,96,2026-01-01 04:45:00,91.9691,2659.8500,118.2756,46.9216,38.0527,78.6104,56.4477,58.3024,25.9341,7.5000,130.0218,292.5238,step
1,97,2026-01-01 04:48:00,94.1881,2652.1046,118.6841,43.8076,37.1402,77.8250,56.4477,58.3024,23.9328,7.5000,131.3283,290.9382,step
1,98,2026-01-01 04:51:00,92.8830,2671.8933,118.9121,51.3688,34.7030,78.0860,56.4477,58.3024,23.9328,7.5000,127.5860,289.4488,step
1,99,2026-01-01 04:54:00,92.3353,2690.7863,118.0333,44.9891,38.7583,78.0841,56.4477,58.3024,23.9328,7.5000,131.0936,283.0016,step
1,100,2026-01-01 04:57:00,95.3361,2688.3599,118.1757,42.3727,42.0465,78.2426,56.4477,58.3024,23.9328,7.5000,137.3826,300.0730,step
1,101,2026-01-01 05:00:00,94.7194,2679.5722,118.4082,46.4930,43.3832,78.0348,50.9207,58.3024,23.9328,7.5000,138.1026,305.9628,step
1,102,2026-01-01 05:03:00,93.5795,2685.7346,118.3009,49.0179,42.5298,78.3641,50.9207,58.3024,23.9328,7.5000,136.1093,308.7273,step
1,103,2026-01-01 05:06:00,98.8917,2684.2904,118.1915,54.7878,40.3938,79.2935,50.9207,58.3024,26.7162,7.5000,139.2855,308.1594,step
1,104,2026-01-01 05:09:00,98.6714,2687.2377,118.9971,50.8864,40.0435,78.9982,50.9207,58.3024,26.7162,7.5000,138.7149,297.7940,step
1,105,2026-01-01 05:12:00,98.7954,2699.0501,118.8439,49.4643,39.6159,78.5779,50.9207,58.3024,26.7162,7.5000,138.4113,300.2987,step
1,106,2026-01-01 05:15:00,92.4752,2700.2486,118.5851,52.0323,40.5406,79.1045,50.9207,58.3024,26.7162,7.5000,133.0158,305.0113,step
1,107,2026-01-01 05:18:00,93.4314,2701.2387,119.7073,51.3000,40.1789,78.9622,50.9207,58.3024,26.7162,7.5000,133.6103,303.8265,step
1,108,2026-01-01 05:21:00,94.2927,2678.5616,119.5458,48.7823,39.6917,79.1199,50.9207,58.3024,26.7162,7.5000,133.9844,302.7532,step
1,109,2026-01-01 05:24:00,93.9878,2678.4706,119.9825,47.3848,38.9669,79.8550,50.9207,58.3024,25.5884,7.5000,132.9547,302.0097,step
1,110,2026-01-01 05:27:00,94.0977,2694.6722,118.5522,44.3916,40.3566,79.4153,50.9207,58.3024,25.5884,7.5000,134.4543,296.1606,step
1,111,2026-01-01 05:30:00,91.3710,2681.1218,118.5646,45.7491,41.6595,79.0045,50.9207,58.3024,25.5884,7.5000,133.0306,303.0229,step
1,112,2026-01-01 05:33:00,89.3529,2685.9101,118.7570,49.6033,40.9583,78.9896,50.9207,58.3024,25.5884,7.5000,130.3113,306.4134,step
1,113,2026-01-01 05:36:00,88.9068,2687.6394,118.6640,48.3095,40.2149,78.9437,50.9207,58.3024,25.5884,7.5000,129.1217,301.7897,step
1,114,2026-01-01 05:39:00,88.8095,2680.1632,118.4334,50.8832,42.3197,79.1702,50.9207,58.3024,25.5884,7.5000,131.1292,300.8513,step
1,115,2026-01-01 05:42:00,85.6387,2667.3661,117.4322,42.4168,44.6222,78.7390,50.9207,58.3024,22.9133,7.5000,130.2609,316.1040,step
1,116,2026-01-01 05:45:00,82.0648,2666.5514,117.6110,41.1963,39.8915,78.6211,50.9207,58.3024,22.9133,7.5000,121.9563,319.2983,step
1,117,2026-01-01 05:48:00,81.8814,2654.2525,117.9250,47.6596,40.5896,78.7170,50.9207,58.3024,22.9133,7.5000,122.4710,306.9578,step
1,118,2026-01-01 05:51:00,82.7852,2640.6606,117.9033,45.0981,37.6919,77.8422,50.9207,58.3024,22.9133,7.5000,120.4771,301.9603,step
1,119,2026-01-01 05:54:00,81.5862,2630.7989,117.4264,47.1007,37.5398,77.8950,50.9207,58.3024,22.9133,7.5000,119.1261,299.3571,step
1,120,2026-01-01 05:57:00,84.7711,2640.8384,117.5229,43.5456,36.3515,77.6945,50.9207,58.3024,22.9133,7.5000,121.1226,296.2609,step
1,121,2026-01-01 06:00:00,80.4194,2632.9816,117.0810,40.5966,36.6280,77.2526,50.9207,54.4055,19.5118,7.5000,117.0474,286.2655,step
1,122,2026-01-01 06:03:00,79.6537,2636.9735,117.2850,45.0990,37.4548,77.1846,50.9207,54.4055,19.5118,7.5000,117.1086,287.7078,step
1,123,2026-01-01 06:06:00,79.2603,2623.4228,117.4404,46.3653,35.8799,77.1814,50.9207,54.4055,19.5118,7.5000,115.1402,289.7921,step
1,124,2026-01-01 06:09:00,81.7964,2622.2157,118.0952,48.6004,34.5128,77.5444,50.9207,54.4055,19.5118,7.5000,116.3091,278.2592,step
1,125,2026-01-01 06:12:00,94.2069,2640.7149,118.8254,48.0437,31.3246,77.2759,50.9207,54.4055,19.5118,7.5000,119.5316,273.2175,step
1,126,2026-01-01 06:15:00,94.8609,2651.0410,119.3118,50.0909,33.6091,78.3263,56.4295,54.4055,19.5118,7.5000,122.4700,271.2980,step
1,127,2026-01-01 06:18:00,94.9427,2669.9125,119.1178,46.7596,33.6988,77.0026,56.4295,54.4055,18.8228,7.5000,122.6414,270.5251,step
1,128,2026-01-01 06:21:00,99.6340,2672.1046,118.8194,41.1030,36.3252,76.8538,56.4295,54.4055,18.8228,7.5000,129.9592,279.0457,step
1,129,2026-01-01 06:24:00,95.1933,2681.7636,119.5125,39.0165,37.8537,76.3024,56.4295,54.4055,18.8228,7.5000,127.0470,280.0329,step
1,130,2026-01-01 06:27:00,97.4608,2687.5781,119.5457,42.7817,37.6915,77.0132,56.4295,54.4055,18.8228,7.5000,129.1523,286.2178,step
1,131,2026-01-01 06:30:00,100.2676,2683.3047,119.5833,46.1465,38.1388,78.1282,56.4295,54.4055,18.8228,7.5000,132.4064,295.0089,step
1,132,2026-01-01 06:33:00,101.0480,2692.8067,119.2528,46.0243,41.4127,78.2926,56.4295,54.4055,18.8228,7.5000,136.4607,293.2169,step
1,133,2026-01-01 06:36:00,101.0246,2687.7062,119.0425,50.7321,40.3023,78.4910,56.4295,54.4055,23.5554,7.5000,135.3269,301.5831,step
1,134,2026-01-01 06:39:00,101.6036,2690.5404,120.0463,49.2509,38.6320,78.8821,56.4295,54.4055,23.5554,7.5000,134.2356,299.9911,step
1,135,2026-01-01 06:42:00,98.6836,2696.7404,120.4994,45.4001,38.0234,78.2513,56.4295,54.4055,23.5554,7.5000,130.7070,293.2324,step
1,136,2026-01-01 06:45:00,96.6318,2699.7049,120.3058,48.1996,38.6456,78.4734,56.4295,54.4055,23.5554,7.5000,129.2774,291.1817,step
1,137,2026-01-01 06:48:00,98.3121,2693.6049,119.9187,45.7478,41.4127,78.9008,56.4295,54.4055,23.5554,7.5000,133.7247,290.9803,step
1,138,2026-01-01 06:51:00,103.3951,2680.6648,120.6129,46.8470,39.4807,79.0220,56.4295,54.4055,23.5554,7.5000,136.8758,299.5967,step
1,139,2026-01-01 06:54:00,102.4235,2693.8180,120.5072,44.9303,37.0148,78.6012,56.4295,54.4055,23.7365,7.5000,133.4383,293.9910,step
1,140,2026-01-01 06:57:00,103.0255,2701.9770,119.5935,39.1592,39.3447,78.5682,56.4295,54.4055,23.7365,7.5000,136.3703,289.5236,step
1,141,2026-01-01 07:00:00,100.5808,2692.3584,120.3367,39.0008,38.6669,77.7656,56.4295,54.4055,23.7365,7.5000,133.2477,295.2009,step
1,142,2026-01-01 07:03:00,99.0395,2690.9914,121.4628,48.3955,36.4180,77.9978,56.4295,54.4055,23.7365,7.5000,129.4575,289.4221,step
1,143,2026-01-01 07:06:00,98.7768,2690.0479,121.1955,48.7401,35.2924,78.6733,56.4295,54.4055,23.7365,7.5000,128.0692,287.1628,step
1,144,2026-01-01 07:09:00,94.5709,2679.9750,121.3446,47.9952,36.4620,79.5567,56.4295,54.4055,23.7365,7.5000,125.0329,279.6791,step
1,145,2026-01-01 07:12:00,96.5242,2681.9068,121.4724,45.8001,34.7820,79.2407,56.4295,54.4055,25.1127,7.5000,125.3062,283.7291,step
1,146,2026-01-01 07:15:00,97.8387,2671.4306,120.4781,46.8777,36.5525,78.9626,56.4295,54.4055,25.1127,7.5000,128.3912,281.0660,step
1,147,2026-01-01 07:18:00,99.5691,2675.8834,120.1530,46.3752,36.7701,78.8791,56.4295,54.4055,25.1127,7.5000,130.3392,284.9616,step
1,148,2026-01-01 07:21:00,98.5339,2689.8404,119.4764,51.3381,37.2108,78.9252,56.4295,54.4055,25.1127,7.5000,129.7447,286.9015,step
1,149,2026-01-01 07:24:00,103.8742,2693.2457,119.1139,56.3421,38.5608,79.0298,56.4295,54.4055,25.1127,7.5000,136.4350,290.5206,step
1,150,2026-01-01 07:27:00,102.3615,2684.9148,119.8883,52.4043,39.1454,78.6292,56.4295,54.4055,25.1127,7.5000,135.5069,294.1646,step
1,151,2026-01-01 07:30:00,104.0214,2702.6574,120.1469,61.8383,36.7238,79.5039,32.0230,54.4055,24.6190,7.5000,134.7452,294.9168,step
1,152,2026-01-01 07:33:00,100.6291,2704.3001,119.8395,52.8523,35.9195,79.0268,32.0230,54.4055,24.6190,7.5000,130.5486,289.1826,step
1,153,2026-01-01 07:36:00,107.5774,2730.9763,120.4722,52.5232,37.4849,79.4508,32.0230,54.4055,24.6190,7.5000,139.0623,292.7165,step
1,154,2026-01-01 07:39:00,106.0488,2714.2915,119.7985,49.8042,41.5908,79.0079,32.0230,54.4055,24.6190,7.5000,141.6395,299.3476,step
1,155,2026-01-01 07:42:00,102.5740,2732.3153,120.8909,51.2177,39.2362,79.6195,32.0230,54.4055,24.6190,7.5000,135.8103,315.9112,step
1,156,2026-01-01 07:45:00,99.8181,2740.5617,120.2064,49.5319,38.3633,79.1906,32.0230,54.4055,24.6190,7.5000,132.1814,309.1172,step
1,157,2026-01-01 07:48:00,103.7963,2724.7325,121.2931,45.8667,43.0453,79.7573,32.0230,54.4055,32.1921,7.5000,140.8416,305.0717,step
1,158,2026-01-01 07:51:00,104.3059,2723.7058,121.4842,46.8749,40.4054,79.0634,32.0230,54.4055,32.1921,7.5000,138.7113,317.3049,step
1,159,2026-01-01 07:54:00,105.6594,2727.1735,120.2560,44.6113,43.3505,80.3133,32.0230,54.4055,32.1921,7.5000,143.0099,312.8298,step
1,160,2026-01-01 07:57:00,108.5107,2737.4116,119.8616,55.9998,41.8418,81.2044,32.0230,54.4055,32.1921,7.5000,144.3525,319.2925,step
1,161,2026-01-01 08:00:00,105.1348,2738.0359,120.0446,57.5424,42.7017,80.3402,32.0230,40.7547,32.1921,7.5000,141.8365,318.9762,step
1,162,2026-01-01 08:03:00,104.0281,2738.0536,120.4377,59.7762,44.5235,80.0425,32.0230,40.7547,32.1921,7.5000,142.5516,317.3913,step
1,163,2026-01-01 08:06:00,97.8710,2728.9952,120.7472,58.3578,43.1624,80.5597,32.0230,40.7547,33.0274,7.5000,135.0334,317.0679,step
1,164,2026-01-01 08:09:00,94.0851,2729.1767,121.2529,60.5453,42.0419,80.6104,32.0230,40.7547,33.0274,7.5000,130.1270,318.4277,step
1,165,2026-01-01 08:12:00,97.4395,2707.3839,120.7474,57.7683,40.8845,81.0753,32.0230,40.7547,33.0274,7.5000,132.3240,314.8097,step
1,166,2026-01-01 08:15:00,93.5126,2700.6678,120.4343,57.3038,42.3376,80.8495,32.0230,40.7547,33.0274,7.5000,129.8502,307.4658,step
1,167,2026-01-01 08:18:00,98.8119,2699.1140,119.7509,54.5614,40.4589,80.9553,32.0230,40.7547,33.0274,7.5000,133.2708,312.3952,step
1,168,2026-01-01 08:21:00,101.8778,2675.9988,119.9674,52.6700,39.3591,80.4695,32.0230,40.7547,33.0274,7.5000,135.2368,309.8024,step
1,169,2026-01-01 08:24:00,101.5057,2704.4200,120.3808,51.4975,38.5816,79.3163,32.0230,40.7547,23.8868,7.5000,134.0873,299.3843,step
1,170,2026-01-01 08:27:00,100.2585,2726.4564,119.1905,53.6291,39.7594,79.1535,32.0230,40.7547,23.8868,7.5000,134.0179,291.6736,step
1,171,2026-01-01 08:30:00,103.1306,2715.0718,119.8920,54.2776,42.8636,79.7844,32.0230,40.7547,23.8868,7.5000,139.9942,300.3333,step
1,172,2026-01-01 08:33:00,101.7965,2714.3865,120.5984,59.2025,41.3750,79.1441,32.0230,40.7547,23.8868,7.5000,137.1715,313.7737,step
1,173,2026-01-01 08:36:00,103.9065,2720.7207,119.8449,61.6517,40.1194,80.0624,32.0230,40.7547,23.8868,7.5000,138.0259,305.7048,step
